9595,6011487647593824,2021-05-30,389.51
9544,3541777631706697,2020-05-05,1714.19
3612,5352449390926683,2020-01-05,3828.5
5035,3559791907483377,2020-10-13,152.13
6523,4672110684038854212,2020-10-10,2647.94
9595,4807302157368193030,2022-06-03,869.93
8638,2540029755047364,2022-03-19,2316.69
9595,4018159083016614,2021-02-24,702.9
4726,372301238360772,2020-09-26,3884.78
3264,3542205879158909,2021-09-28,2120.51
7980,630479037743,2022-03-15,1400.95
2576,180078932879214,2021-09-11,2073.76
7980,4260574793809275250,2021-10-16,3545.35
6153,4323221834062904211,2020-11-15,2869.58
3397,3544417476614352,2020-03-23,1526.8
4334,676102300255,2020-08-29,2120.64
9544,38463706433048,2021-04-23,1112.05
3304,6554284103664857,2021-12-28,2375.72
2111,2453377274743418,2020-07-17,2620.1
4334,639081836582,2022-08-26,3732.36
4953,4159206611257977,2022-09-10,1690.53
4726,6547378288300590,2020-06-22,3478.91
6107,4972151340599,2020-05-15,4093.38
5682,5194668523470390,2021-01-02,883.77
3848,3532321240771080,2021-05-26,1722.81
4011,564704049613,2021-05-17,1648.94
7183,4698027098263637,2020-08-19,765.74
6140,30443114854561,2022-07-13,4701.63
9544,3589232763326222,2020-04-02,3267.4
8465,2289941856600179,2022-02-07,3394.42
8017,4934066217083012986,2022-01-24,1680.18
5523,30162021832201,2019-10-29,4095.36
8017,4437001585082,2020-02-07,1646.21
8665,4478829858774141,2022-03-13,3736.42
2328,343065164519828,2022-01-08,634.52
3576,345246490845917,2022-02-08,1999.98
6201,501841082347,2021-03-03,3726.73
6017,3598057817946678,2022-09-03,4434.17
9832,6511575092955459,2022-06-29,3533.02
7502,4033690452041501656,2020-08-30,2388.71
1503,3534325470820390,2021-09-21,648.45
8808,342694846903075,2021-05-23,4788.63
9849,5143321819600138,2022-06-29,3151.38
1232,4751797908695986625,2019-12-08,3886.12
3805,213126340319017,2021-07-05,2609.29
7056,6541450170141402,2020-12-05,4400.69
2886,6011993829800150,2020-02-05,2532.4
1948,2387954866906016,2021-04-08,1124.97
6450,348848362217336,2022-02-07,1584.61
2623,371588004270885,2020-01-21,2385.61
1170,4375185381251553312,2021-11-20,878.42
1341,213133846878850,2020-10-22,4172.84
3805,060487560223,2020-11-29,2964.53
2623,4878570025242,2022-05-25,1873.5
6007,30477637596333,2020-05-10,1379.66
8017,4412415786683,2020-02-27,389.92
4710,675984863158,2022-02-25,3193.89
8171,343857466028957,2019-12-15,3119.56
1183,4303765447960,2022-03-30,2310.5
9168,2402409076784290,2020-09-22,271.23
5782,4437750122603062245,2021-01-30,2872.1
3802,4545075516752504,2021-11-16,1513.42
3304,4374528220421077,2022-03-21,3952.09
1955,30447161134140,2021-08-31,2924.96
4953,2720680343216739,2021-10-18,131.0
7741,4837787856318743791,2021-07-15,2972.84
4911,4374481727821526788,2020-01-27,3284.12
9832,2376496794302408,2020-02-03,1184.49
6957,3599367457852816,2021-10-03,2340.98
5872,502021955864,2022-09-06,4758.27
3805,4725129366361854671,2020-04-10,823.68
9544,213142341380932,2021-02-23,3455.88
3855,3558954925362038,2020-02-01,3493.76
7734,2679274917688373,2020-12-17,4713.33
5035,213151423517782,2022-05-15,4096.98
4710,3570875151447595,2021-09-09,3500.03
4737,36340634477317,2021-05-07,1895.14
8799,343314789328805,2020-11-05,4031.56
2342,2264602637680323,2020-07-27,107.14
7343,30592337215032,2020-05-22,4492.42
6535,6555865086390632,2020-12-04,2567.58
7980,30588670227907,2021-12-03,1548.01
9151,30422420679136,2020-05-21,3967.18
5537,30126003324107,2021-11-18,1491.98
7406,675908537789,2020-12-23,2126.68
4590,3553375936883991,2020-08-15,2817.61
3612,180001846181675,2019-11-27,1617.58
5946,3581458515046176,2020-05-23,4215.5
2353,4208057231297,2021-06-18,2180.13
1170,3525126534519270,2020-02-12,4390.71
1652,3579945794474511,2020-08-21,1342.85
2353,3526777743395735,2020-02-16,3481.2
9007,180019872195005,2021-07-25,3785.33
3306,3511522612909811,2021-11-15,2124.25
6913,4446075469480608,2022-02-05,760.96
4051,213170209143092,2022-01-13,311.53
7980,373150026514556,2021-05-07,1518.47
6495,6509080045017717,2020-08-07,301.87
6536,3556074817360503,2021-04-15,3781.11
1968,6011923321468818,2021-06-28,517.79
7343,38265681811746,2020-05-23,937.48
3802,4708393473578,2022-03-30,3432.07
2100,4289264969908892,2020-05-27,1560.89
2876,3519167517123902,2021-09-17,4784.08
4644,4650202121156,2019-11-09,1606.36
2791,340489542522168,2022-04-15,1626.61
4953,676187041378,2021-10-23,1907.94
1183,3574268144904532,2020-10-26,3369.89
9595,3564631432353138,2020-04-29,4777.85
6140,4780138749810,2020-12-17,3140.56
7741,3567481868501819,2021-06-03,3288.06
6056,373669236832763,2020-09-04,3833.78
8349,4762538706937744,2021-10-26,3301.31
7980,4078536014294740,2019-11-26,4087.76
1528,3553902888491851,2020-10-18,2749.99
4334,4815844570884,2020-12-23,867.95
1352,180001277346961,2022-04-28,987.49
4710,4362861895570256,2020-10-16,2572.51
1647,4154045097895982,2022-06-17,4133.75
6017,4116324437906461,2020-12-27,1879.34
5537,4971533455216,2021-12-17,3951.25
8338,4298254260967,2020-02-22,3875.44
1232,4153792147384,2021-12-10,2284.65
6153,4641068855022585320,2019-12-30,4058.75
1232,213120645052647,2020-12-14,1899.14
6056,4925294901271,2020-10-21,773.39
6957,676297327733,2022-03-17,1698.85
1214,3500436344605485,2019-12-18,3021.8
1183,6527025849841109,2020-10-11,696.73
4888,180006353182248,2022-04-07,2629.76
5027,6577053953581831,2021-12-25,2239.72
1968,346406159912387,2021-02-11,1632.56
3424,4020418037437292,2021-07-11,2843.91
1905,375958901444303,2021-11-15,910.16
3306,213182071637390,2021-10-31,2873.18
1203,377417409254555,2022-08-15,2561.43
5946,6011673622702098,2022-03-22,1565.91
1183,4533750685687269,2020-01-30,4520.69
2876,6543843227253170,2020-08-05,2120.51
4590,3580854592943940,2019-10-12,2823.4
9832,570803083668,2020-03-05,2493.75
5281,676272970481,2021-12-21,385.78
6201,3527455401429836,2022-04-02,1099.02
3264,501832316720,2020-07-21,1903.53
5782,675912616793,2021-09-05,3483.03
1525,213170579841424,2021-07-27,3250.11
8571,4129415036486247,2020-05-04,3416.9
2576,4679724671751656,2022-05-07,642.79
1232,3565441371489367,2021-06-27,3503.11
5946,2256220029060044,2020-01-28,2498.3
3805,6011347226145471,2021-02-27,4215.95
2111,3554591779171646,2021-07-07,1564.27
4011,4631901105792731,2021-06-09,1799.02
5946,5246999856388596,2021-11-09,1475.31
6017,6537807466907802,2020-08-20,1992.07
4380,180068869430909,2022-03-30,1079.64
2504,6011523228765215,2021-11-05,3170.34
8843,30320055352120,2022-05-17,787.32
3306,4069570110842,2022-09-06,3872.11
9832,4383930760463767,2021-06-13,4931.4
2342,180062958783674,2020-04-17,1161.89
4888,4397077070791,2021-12-23,2933.81
5281,3583679477021653,2020-01-01,4593.84
3397,3592743535222908,2022-01-28,3509.29
6535,3547796116609329,2020-03-06,440.41
6576,060461732657,2019-11-05,4648.36
